Datum,Turnier,Serie,Court,Belag,Runde,BestOf,Sieger,Verlierer,SRang,VRang,S1,V1,S2,V2,S3,V3,S4,V4,S5,V5,SSaetze,VSaetze,SSpiele,VSpiele,Status,QuoteS,QuoteV
2024-05-14,Internazionali BNL d'Italia,WTA1000,Outdoor,Clay,Quarterfinals,3,Gauff C.,Zheng Q.,3,7,7,6,6,1,,,,,,,2,,13,7,Completed,1.69,2.17
2024-05-15,Internazionali BNL d'Italia,WTA1000,Outdoor,Clay,Quarterfinals,3,Sabalenka A.,Ostapenko J.,2,10,6,2,6,4,,,,,,,2,,12,6,Completed,1.29,3.62
2024-05-15,Internazionali BNL d'Italia,WTA1000,Outdoor,Clay,Quarterfinals,3,Collins D.,Azarenka V.,15,24,6,4,6,3,,,,,,,2,,12,7,Completed,1.4,2.96
2024-05-16,Internazionali BNL d'Italia,WTA1000,Outdoor,Clay,Semifinals,3,Swiatek I.,Gauff C.,1,3,6,4,6,3,,,,,,,2,,12,7,Completed,1.14,5.57
2024-05-16,Internazionali BNL d'Italia,WTA1000,Outdoor,Clay,Semifinals,3,Sabalenka A.,Collins D.,2,15,7,5,6,2,,,,,,,2,,13,7,Completed,1.58,2.38
2024-05-18,Internazionali BNL d'Italia,WTA1000,Outdoor,Clay,The Final,3,Swiatek I.,Sabalenka A.,1,2,6,2,6,3,,,,,,,2,,12,5,Completed,1.3,3.57
2024-05-19,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Sorribes Tormo S.,Dart H.,46,91,6,2,6,0,,,,,,,2,,12,2,Completed,1.1,6.7
2024-05-19,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Rakhimova K.,Townsend T.,105,75,2,0,,,,,,,,,,,2,0,Retired,3.61,1.28
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Wang Xiy.,Brancaccio N.,62,286,7,6,7,5,,,,,,,2,,14,11,Completed,1.31,3.38
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Bai Z.,Day K.,99,100,6,3,7,6,,,,,,,2,,13,9,Completed,2.11,1.71
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Podoroska N.,Maria T.,59,64,6,2,6,4,,,,,,,2,,12,6,Completed,1.49,2.58
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Cocciaretto E.,Kabbaj Y.,52,566,6,3,6,4,,,,,,,2,,12,7,Completed,1.04,11.57
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Stearns P.,Krunic A.,81,471,5,7,6,2,6,1,,,,,2,1,17,10,Completed,1.52,2.5
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Avanesyan E.,Osorio M.,69,77,6,3,4,6,0,4,,,,,1,1,10,13,Retired,2.29,1.61
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Rosatello C.,Yuan Y.,294,36,7,6,1,6,6,4,,,,,2,1,14,16,Completed,3.92,1.24
2024-05-20,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Siegemund L.,Blinkova A.,78,45,6,1,7,6,,,,,,,2,,13,7,Completed,1.43,2.76
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Bronzetti L.,El Allami M.,48,1143,6,1,6,0,,,,,,,2,,12,1,Completed,1.02,14.39
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Carle M.,Rus A.,83,49,6,3,6,3,,,,,,,2,,12,6,Completed,1.84,1.95
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Wang Y.,Zhu L.,68,58,4,6,6,0,6,2,,,,,2,1,16,8,Completed,1.9,1.88
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Sherif M.,El Aouni A.,66,629,6,2,6,1,,,,,,,2,,12,3,Completed,1.05,9.72
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Trevisan M.,Hibino N.,88,96,7,5,4,6,6,3,,,,,2,1,17,14,Completed,1.31,3.4
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,1st Round,3,Tomova V.,Cengiz B.,84,347,6,2,6,1,,,,,,,2,,12,3,Completed,1.25,3.86
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Sorribes Tormo S.,Podoroska N.,46,59,7,5,3,6,6,3,,,,,2,1,16,14,Completed,1.43,2.79
2024-05-21,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Bai Z.,52,99,6,4,6,2,,,,,,,2,,12,6,Completed,1.27,3.71
2024-05-22,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Tomova V.,Wang Y.,84,68,7,6,6,0,,,,,,,2,,13,6,Completed,1.48,2.62
2024-05-22,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Bronzetti L.,Trevisan M.,48,88,6,2,6,3,,,,,,,2,,12,5,Completed,1.94,1.85
2024-05-22,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Stearns P.,Wang Xiy.,81,62,6,3,6,1,,,,,,,2,,12,4,Completed,2.0,1.79
2024-05-22,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Siegemund L.,Osorio M.,78,77,6,4,6,4,,,,,,,2,,12,8,Completed,1.73,2.09
2024-05-22,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Sherif M.,Carle M.,66,83,6,3,6,2,,,,,,,2,,12,5,Completed,1.64,2.23
2024-05-22,Morocco Open,WTA250,Outdoor,Clay,2nd Round,3,Rakhimova K.,Rosatello C.,105,294,4,0,,,,,,,,,,,4,0,Retired,1.31,3.37
2024-05-23,Morocco Open,WTA250,Outdoor,Clay,Quarterfinals,3,Tomova V.,Siegemund L.,84,78,6,4,6,3,,,,,,,2,,12,7,Completed,2.83,1.42
2024-05-23,Morocco Open,WTA250,Outdoor,Clay,Quarterfinals,3,Stearns P.,Bronzetti L.,81,48,6,4,4,6,7,5,,,,,2,1,17,15,Completed,1.7,2.14
2024-05-23,Morocco Open,WTA250,Outdoor,Clay,Quarterfinals,3,Sherif M.,Sorribes Tormo S.,66,46,6,3,6,3,,,,,,,2,,12,6,Completed,2.09,1.73
2024-05-23,Morocco Open,WTA250,Outdoor,Clay,Quarterfinals,3,Rakhimova K.,Cocciaretto E.,105,52,7,5,7,5,,,,,,,2,,14,10,Completed,3.22,1.34
2024-05-24,Morocco Open,WTA250,Outdoor,Clay,Semifinals,3,Stearns P.,Tomova V.,81,84,6,7,7,5,7,6,,,,,2,1,20,18,Completed,1.66,2.2
2024-05-24,Morocco Open,WTA250,Outdoor,Clay,Semifinals,3,Sherif M.,Rakhimova K.,66,105,6,0,6,1,,,,,,,2,,12,1,Completed,1.3,3.48
2024-05-25,Morocco Open,WTA250,Outdoor,Clay,The Final,3,Stearns P.,Sherif M.,81,66,6,2,6,1,,,,,,,2,,12,3,Completed,3.13,1.36
2024-05-19,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Fernandez L.A.,Potapova A.,33,41,4,6,7,6,6,3,,,,,2,1,17,15,Completed,2.06,1.75
2024-05-19,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Kalinina A.,Pavlyuchenkova A.,56,22,6,3,3,6,6,4,,,,,2,1,15,13,Completed,2.33,1.6
2024-05-19,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Burel C.,Pliskova Ka.,43,51,7,5,0,6,6,1,,,,,2,1,13,12,Completed,1.74,2.08
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Linette M.,Cirstea S.,50,30,7,5,7,5,,,,,,,2,,14,10,Completed,2.41,1.56
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Wang Xin.,Kalinskaya A.,39,25,6,4,7,6,,,,,,,2,,13,10,Completed,2.75,1.44
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Samsonova L.,Krejcikova B.,19,26,6,2,6,7,6,4,,,,,2,1,18,13,Completed,2.01,1.79
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Siniakova K.,Putintseva Y.,34,37,6,0,7,5,,,,,,,2,,13,5,Completed,2.38,1.57
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Alexandrova E.,Bucsa C.,18,72,6,0,7,5,,,,,,,2,,13,5,Completed,1.6,2.33
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Svitolina E.,Parry D.,17,61,6,3,6,4,,,,,,,2,,12,7,Completed,1.35,3.22
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Frech M.,Stephens S.,54,35,6,3,6,3,,,,,,,2,,12,6,Completed,2.58,1.5
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Ferro F.,Andreeva E.,142,101,6,2,6,2,,,,,,,2,,12,4,Completed,2.27,1.62
2024-05-20,Internationaux de Strasbourg,WTA500,Outdoor,Clay,1st Round,3,Navarro E.,Cornet A.,24,107,6,4,6,1,,,,,,,2,,12,5,Completed,1.11,6.4
2024-05-21,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Samsonova L.,Fernandez L.A.,19,33,4,6,6,4,6,2,,,,,2,1,16,12,Completed,1.75,2.06
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Keys M.,Wang Xin.,16,39,7,5,6,0,,,,,,,2,,13,5,Completed,1.26,3.75
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Haddad Maia B.,Navarro E.,14,24,6,4,7,6,,,,,,,2,,13,10,Completed,1.95,1.84
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Linette M.,Alexandrova E.,50,18,6,7,6,3,6,3,,,,,2,1,18,13,Completed,1.77,2.03
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Vondrousova M.,Frech M.,6,54,5,7,6,1,6,0,,,,,2,1,17,8,Completed,1.29,3.56
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Kalinina A.,Ferro F.,56,142,6,3,3,6,6,0,,,,,2,1,15,9,Completed,1.36,3.1
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Burel C.,Svitolina E.,43,17,7,6,4,6,6,1,,,,,2,1,17,13,Completed,3.65,1.28
2024-05-22,Internationaux de Strasbourg,WTA500,Outdoor,Clay,2nd Round,3,Collins D.,Siniakova K.,12,34,6,1,6,2,,,,,,,2,,12,3,Completed,1.38,2.98
2024-05-23,Internationaux de Strasbourg,WTA500,Outdoor,Clay,Quarterfinals,3,Samsonova L.,Haddad Maia B.,19,14,6,3,6,0,,,,,,,2,,12,3,Completed,2.22,1.65
2024-05-23,Internationaux de Strasbourg,WTA500,Outdoor,Clay,Quarterfinals,3,Keys M.,Linette M.,16,50,6,1,6,3,,,,,,,2,,12,4,Completed,1.37,3.04
2024-05-23,Internationaux de Strasbourg,WTA500,Outdoor,Clay,Quarterfinals,3,Collins D.,Burel C.,12,43,6,1,6,3,,,,,,,2,,12,4,Completed,1.16,5.18
2024-05-24,Internationaux de Strasbourg,WTA500,Outdoor,Clay,Quarterfinals,3,Kalinina A.,Vondrousova M.,56,6,5,7,6,3,6,2,,,,,2,1,17,12,Completed,2.78,1.44
2024-05-24,Internationaux de Strasbourg,WTA500,Outdoor,Clay,Semifinals,3,Keys M.,Samsonova L.,16,19,6,1,6,3,,,,,,,2,,12,4,Completed,1.5,2.6
2024-05-24,Internationaux de Strasbourg,WTA500,Outdoor,Clay,Semifinals,3,Collins D.,Kalinina A.,12,56,7,6,6,2,,,,,,,2,,13,8,Completed,1.2,4.53
2024-05-25,Internationaux de Strasbourg,WTA500,Outdoor,Clay,The Final,3,Keys M.,Collins D.,16,12,6,1,6,2,,,,,,,2,,12,3,Completed,2.36,1.58
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Bouzkova M.,Kudermetova V.,42,31,6,2,6,4,,,,,,,2,,12,6,Completed,2.07,1.77
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Vekic D.,Tsurenko L.,40,45,6,5,,,,,,,,,,,6,5,Retired,1.64,2.28
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Wang Y.,Timofeeva M.,68,105,6,3,6,3,,,,,,,2,,12,6,Completed,2.02,1.8
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Yastremska D.,Tomljanovic A.,32,202,3,6,6,3,6,3,,,,,2,1,15,12,Completed,1.35,3.25
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Osaka N.,Bronzetti L.,134,67,6,1,4,6,7,5,,,,,2,1,17,12,Completed,1.21,4.47
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Kostyuk M.,Pigossi L.,20,119,7,5,6,7,6,4,,,,,2,1,19,16,Completed,1.17,5.03
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Fett J.,Bouzas Maneiro J.,135,86,6,2,3,6,7,5,,,,,2,1,16,13,Completed,2.41,1.57
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Ostapenko J.,Cristian J.,11,69,6,4,7,5,,,,,,,2,,13,9,Completed,1.46,2.73
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Kenin S.,Siegemund L.,56,71,4,6,6,2,6,2,,,,,2,1,16,10,Completed,2.31,1.62
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Siniakova K.,Galfi D.,33,145,7,5,7,6,,,,,,,2,,14,11,Completed,1.13,6.28
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Garcia C.,Lys E.,23,143,4,6,7,5,6,2,,,,,2,1,17,13,Completed,1.26,3.96
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Anisimova A.,Sramkova R.,231,101,7,6,6,4,,,,,,,2,,13,10,Completed,1.69,2.19
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Wang Xiy.,Bai Z.,61,93,7,5,6,7,6,3,,,,,2,1,19,15,Completed,1.35,3.23
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Paquet C.,Shnaider D.,136,47,6,3,6,1,,,,,,,2,,12,4,Completed,5.35,1.16
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Tauson C.,Maria T.,72,65,6,2,6,3,,,,,,,2,,12,5,Completed,1.31,3.53
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Zidansek T.,Van Uytvanck A.,131,397,6,2,2,6,6,1,,,,,2,1,14,9,Completed,1.35,3.24
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Golubic V.,Krejcikova B.,76,26,7,6,6,4,,,,,,,2,,13,10,Completed,5.61,1.15
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Danilovic O.,Trevisan M.,125,92,6,1,6,2,,,,,,,2,,12,3,Completed,1.46,2.74
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Wang Xin.,Niemeier J.,37,97,0,6,6,2,6,4,,,,,2,1,12,12,Completed,2.15,1.71
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Volynets K.,Krunic A.,108,425,7,6,6,2,,,,,,,2,,13,8,Completed,1.29,3.68
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Paolini J.,Saville D.,15,84,6,3,6,4,,,,,,,2,,12,7,Completed,1.22,4.31
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Potapova A.,Rakhimova K.,41,87,6,2,6,3,,,,,,,2,,12,5,Completed,1.25,4.0
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Vondrousova M.,Masarova R.,6,94,6,1,6,3,,,,,,,2,,12,4,Completed,1.15,5.52
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Samsonova L.,Linette M.,17,46,6,1,6,1,,,,,,,2,,12,2,Completed,1.56,2.45
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Baptiste H.,Day K.,107,99,4,6,6,2,6,2,,,,,2,1,16,10,Completed,1.58,2.4
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Jabeur O.,Vickery S.,9,124,6,3,6,2,,,,,,,2,,12,5,Completed,1.15,5.55
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Swiatek I.,Jeanjean L.,1,148,6,1,6,2,,,,,,,2,,12,3,Completed,1.01,26.74
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Tomova V.,Alexandrova E.,75,18,6,3,7,6,,,,,,,2,,13,9,Completed,2.64,1.5
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Fernandez L.A.,Ponchet J.,34,147,6,2,6,0,,,,,,,2,,12,2,Completed,1.18,4.93
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Gauff C.,Avdeeva J.,3,208,6,1,6,1,,,,,,,2,,12,2,Completed,1.02,17.48
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Collins D.,Dolehide C.,10,60,6,3,6,4,,,,,,,2,,12,7,Completed,1.07,8.94
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Udvardy P.,22,132,6,3,6,4,,,,,,,2,,12,7,Completed,1.14,5.82
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Kalinskaya A.,Burel C.,25,44,7,6,7,5,,,,,,,2,,14,11,Completed,1.67,2.22
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Osorio M.,Kalinina A.,77,48,3,6,7,6,4,1,,,,,1,1,14,13,Retired,2.49,1.54
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Svitolina E.,Pliskova Ka.,19,52,3,6,6,4,6,2,,,,,2,1,15,12,Completed,1.27,3.85
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Andreescu B.,Sorribes Tormo S.,228,43,7,5,6,1,,,,,,,2,,13,6,Completed,3.69,1.29
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Gracheva V.,Sakkari M.,88,7,3,6,6,4,6,3,,,,,2,1,15,13,Completed,4.83,1.18
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Noskova L.,Dart H.,29,90,7,6,6,4,,,,,,,2,,13,10,Completed,1.08,8.09
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Parry D.,Ferro F.,63,126,3,6,6,3,6,3,,,,,2,1,15,12,Completed,1.53,2.51
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Bucsa C.,Starodubtseva Y.,73,142,6,4,6,1,,,,,,,2,,12,5,Completed,1.69,2.19
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Begu I.,Riera J.,127,115,6,2,6,2,,,,,,,2,,12,4,Completed,1.58,2.39
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Bogdan A.,Jacquemot E.,64,149,6,1,6,3,,,,,,,2,,12,4,Completed,1.51,2.59
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Pera B.,Hibino N.,80,96,6,2,6,0,,,,,,,2,,12,2,Completed,1.21,4.5
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Cocciaretto E.,Haddad Maia B.,51,14,3,6,6,4,6,1,,,,,2,1,15,11,Completed,2.94,1.41
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Rybakina E.,Minnen G.,4,85,6,2,6,3,,,,,,,2,,12,5,Completed,1.04,12.04
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Zheng Q.,Cornet A.,8,106,6,2,6,1,,,,,,,2,,12,3,Completed,1.07,9.11
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Blinkova A.,Cirstea S.,55,30,6,3,3,6,7,6,,,,,2,1,16,15,Completed,3.06,1.39
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Korpatsch T.,Krueger A.,79,66,4,6,6,4,7,6,,,,,2,1,17,16,Completed,4.07,1.25
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Mertens E.,Carle M.,27,82,6,3,7,6,,,,,,,2,,13,9,Completed,1.47,2.71
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Martic P.,Mladenovic K.,81,212,6,4,6,4,,,,,,,2,,12,8,Completed,1.19,4.79
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Avanesyan E.,Zhu L.,70,58,6,2,6,4,,,,,,,2,,12,6,Completed,1.34,3.3
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Rus A.,Kerber A.,50,232,6,4,6,3,,,,,,,2,,12,7,Completed,2.42,1.56
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Sabalenka A.,Andreeva E.,2,100,6,1,6,2,,,,,,,2,,12,3,Completed,1.04,12.6
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Stearns P.,Ciric Bagaric L.,62,184,6,3,6,7,7,6,,,,,2,1,19,16,Completed,1.47,2.73
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Kasatkina D.,Frech M.,13,49,7,5,6,1,,,,,,,2,,13,6,Completed,1.31,3.51
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Keys M.,Zarazua R.,12,102,6,3,6,2,,,,,,,2,,12,5,Completed,1.09,7.28
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Andreeva M.,Bektas E.,38,98,6,2,6,3,,,,,,,2,,12,5,Completed,1.06,10.18
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Navarro E.,Sonmez Z.,24,163,6,2,6,0,,,,,,,2,,12,2,Completed,1.12,6.29
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Uchijima M.,Burillo Escorihuela I.,83,302,6,1,6,1,,,,,,,2,,12,2,Completed,1.21,4.47
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Sherif M.,Yuan Y.,53,36,6,1,6,3,,,,,,,2,,12,4,Completed,1.27,3.86
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Errani S.,Schmiedlova A.,95,54,6,3,6,2,,,,,,,2,,12,5,Completed,2.05,1.78
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Azarenka V.,Podoroska N.,21,59,6,1,6,0,,,,,,,2,,12,1,Completed,1.21,4.41
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Putintseva Y.,Stephens S.,39,35,6,1,6,2,,,,,,,2,,12,3,Completed,1.7,2.16
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,3,Badosa P.,Boulter K.,139,28,4,6,7,5,6,4,,,,,2,1,17,15,Completed,1.24,4.11
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Kenin S.,Garcia C.,56,23,6,3,6,3,,,,,,,2,,12,6,Completed,2.4,1.58
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Jabeur O.,Osorio M.,9,77,6,3,1,6,6,3,,,,,2,1,13,12,Completed,1.37,3.1
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Swiatek I.,Osaka N.,1,134,7,6,1,6,7,5,,,,,2,1,15,17,Completed,1.04,12.05
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Gauff C.,Zidansek T.,3,131,6,3,6,4,,,,,,,2,,12,7,Completed,1.03,13.59
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Vekic D.,Kostyuk M.,40,20,7,5,6,4,,,,,,,2,,13,9,Completed,2.53,1.53
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Badosa P.,Putintseva Y.,139,39,4,6,6,1,7,5,,,,,2,1,17,12,Completed,1.77,2.07
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Potapova A.,Golubic V.,41,76,6,2,6,2,,,,,,,2,,12,4,Completed,1.18,5.04
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Paquet C.,Siniakova K.,136,33,3,6,7,6,7,6,,,,,2,1,17,18,Completed,4.21,1.23
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Yastremska D.,Wang Y.,32,68,6,2,6,0,,,,,,,2,,12,2,Completed,1.41,2.94
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Wang Xin.,Tomova V.,37,75,7,5,5,7,6,1,,,,,2,1,18,13,Completed,1.75,2.1
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Sabalenka A.,Uchijima M.,2,83,6,2,6,2,,,,,,,2,,12,4,Completed,1.06,9.9
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Rybakina E.,Rus A.,4,50,6,3,6,4,,,,,,,2,,12,7,Completed,1.06,9.26
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Danilovic O.,Collins D.,125,10,6,7,7,5,6,4,,,,,2,1,19,16,Completed,4.32,1.22
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Svitolina E.,Parry D.,19,63,6,4,7,6,,,,,,,2,,13,10,Completed,1.34,3.29
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Samsonova L.,Anisimova A.,17,231,6,2,6,1,,,,,,,2,,12,3,Completed,1.53,2.52
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Tauson C.,Ostapenko J.,72,11,7,6,4,6,6,3,,,,,2,1,17,15,Completed,2.39,1.58
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Vondrousova M.,Volynets K.,6,108,0,6,6,1,6,4,,,,,2,1,12,11,Completed,1.21,4.47
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Fernandez L.A.,Wang Xiy.,34,61,6,3,6,4,,,,,,,2,,12,7,Completed,1.39,3.03
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Keys M.,Sherif M.,12,53,6,0,7,6,,,,,,,2,,13,6,Completed,1.26,3.93
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Mertens E.,Martic P.,27,81,6,4,6,3,,,,,,,2,,12,7,Completed,1.33,3.37
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Bucsa C.,51,73,6,1,6,4,,,,,,,2,,12,5,Completed,1.47,2.68
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Bouzkova M.,Fett J.,42,135,6,2,6,2,,,,,,,2,,12,4,Completed,1.31,3.47
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Avanesyan E.,Blinkova A.,70,55,6,3,6,0,,,,,,,2,,12,3,Completed,1.74,2.1
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Navarro E.,Errani S.,24,95,6,2,7,5,,,,,,,2,,13,7,Completed,1.13,5.96
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,3,Begu I.,Noskova L.,127,29,6,4,6,2,,,,,,,2,,12,6,Completed,2.12,1.72
